NYIT College of Osteopathic Medicine · AQY BE-1510 (AQY BE-1510)
Instrument Data export
2/15/2022 to 2/16/2022
(UTC-06:00) Central Time (US & Canada)
Averaging period: 1 minute

Time,NO2 (ppb),O3 (ppb),PM2.5 (µg/m³),TEMP (°C),RH (%),DP (°C),Inlet
2022/02/15 05:26:00,3.1,12.1,0.9,-1.01,99.9,-1.0,Sample
2022/02/15 05:27:00,2.5,12.0,0.9,-1.00,99.9,-1.0,Sample
2022/02/15 05:28:00,2.1,12.1,0.9,-0.99,99.9,-1.0,Sample
2022/02/15 05:29:00,1.6,12.3,1.0,-1.00,99.9,-1.0,Sample
2022/02/15 05:30:00,0.6,12.4,1.0,-1.00,99.9,-1.0,Sample
2022/02/15 05:31:00,0.6,12.4,0.9,-0.99,99.9,-1.0,Sample
2022/02/15 05:32:00,0.7,12.4,0.9,-1.00,99.9,-1.0,Sample
2022/02/15 05:33:00,1.1,11.9,1.2,-1.03,99.9,-1.0,Sample
2022/02/15 05:34:00,1.1,11.9,1.0,-1.10,99.9,-1.1,Sample
2022/02/15 05:35:00,1.2,11.8,0.9,-1.10,99.9,-1.1,Sample
2022/02/15 05:36:00,1.2,11.9,1.0,-1.09,99.9,-1.1,Sample
2022/02/15 05:37:00,1.2,12.0,0.8,-1.09,99.9,-1.1,Sample
2022/02/15 05:38:00,1.3,11.8,0.8,-1.14,99.9,-1.2,Sample
2022/02/15 05:39:00,1.1,12.0,1.0,-1.18,99.9,-1.2,Sample
2022/02/15 05:40:00,1.5,12.0,1.0,-1.16,99.9,-1.2,Sample
2022/02/15 05:41:00,1.1,12.1,1.0,-1.16,99.9,-1.2,Sample
2022/02/15 05:42:00,1.1,12.0,0.9,-1.20,99.9,-1.2,Sample
2022/02/15 05:43:00,0.7,12.3,1.0,-1.20,99.9,-1.2,Sample
2022/02/15 05:44:00,1.0,12.6,1.0,-1.20,99.9,-1.2,Sample
2022/02/15 05:45:00,1.6,12.4,1.2,-1.20,99.9,-1.2,Sample
2022/02/15 05:46:00,1.0,12.3,1.7,-1.15,99.9,-1.2,Sample
2022/02/15 05:47:00,0.7,12.3,2.9,-1.11,99.9,-1.1,Sample
2022/02/15 05:48:00,1.1,12.3,2.9,-1.11,99.9,-1.1,Sample
2022/02/15 05:49:00,1.9,12.3,2.7,-1.10,99.9,-1.1,Sample
2022/02/15 05:50:00,1.8,12.2,3.6,-1.12,99.9,-1.1,Sample
2022/02/15 05:51:00,1.7,12.1,3.8,-1.15,99.9,-1.2,Sample
2022/02/15 05:52:00,2.3,12.0,2.9,-1.27,99.9,-1.3,Sample
2022/02/15 05:53:00,1.7,12.0,2.5,-1.38,99.9,-1.4,Sample
2022/02/15 05:54:00,1.5,11.6,1.3,-1.56,99.9,-1.6,Sample
2022/02/15 05:55:00,1.5,11.7,3.0,-1.60,99.9,-1.6,Sample
2022/02/15 05:56:00,2.2,11.7,1.4,-1.64,99.9,-1.7,Sample
2022/02/15 05:57:00,1.5,11.7,1.2,-1.70,99.9,-1.7,Sample
2022/02/15 05:58:00,1.3,11.8,1.2,-1.70,99.9,-1.7,Sample
2022/02/15 05:59:00,1.6,12.0,1.2,-1.70,99.9,-1.7,Sample
2022/02/15 06:00:00,2.5,11.9,1.0,-1.67,99.9,-1.7,Sample
2022/02/15 06:01:00,2.2,12.0,0.9,-1.63,99.9,-1.6,Sample
2022/02/15 06:02:00,3.7,11.9,0.9,-1.58,99.9,-1.6,Sample
2022/02/15 06:03:00,4.3,12.1,1.1,-1.50,99.9,-1.5,Sample
2022/02/15 06:04:00,4.8,12.1,0.9,-1.43,99.9,-1.4,Sample
2022/02/15 06:05:00,5.3,12.2,0.8,-1.35,99.9,-1.4,Sample
2022/02/15 06:06:00,4.9,12.1,0.9,-1.36,99.9,-1.4,Sample
2022/02/15 06:07:00,3.9,12.0,1.0,-1.40,99.9,-1.4,Sample
2022/02/15 06:08:00,2.6,12.1,0.9,-1.39,99.9,-1.4,Sample
2022/02/15 06:09:00,1.4,11.7,0.9,-1.40,99.9,-1.4,Sample
2022/02/15 06:10:00,1.1,11.9,0.9,-1.40,99.9,-1.4,Sample
2022/02/15 06:11:00,1.0,12.1,1.0,-1.35,99.9,-1.4,Sample
2022/02/15 06:12:00,2.0,12.1,1.1,-1.29,99.9,-1.3,Sample
2022/02/15 06:13:00,3.6,12.2,1.2,-1.25,99.9,-1.3,Sample
2022/02/15 06:14:00,3.9,12.0,1.0,-1.23,99.9,-1.2,Sample
2022/02/15 06:15:00,2.9,12.1,1.2,-1.22,99.9,-1.2,Sample
2022/02/15 06:16:00,1.6,12.2,3.5,-1.20,99.9,-1.2,Sample
2022/02/15 06:17:00,2.1,12.1,1.0,-1.21,99.9,-1.2,Sample
2022/02/15 06:18:00,1.4,11.9,1.2,-1.28,99.9,-1.3,Sample
2022/02/15 06:19:00,1.7,11.4,0.9,-1.37,99.9,-1.4,Sample
2022/02/15 06:20:00,1.4,11.7,0.9,-1.47,99.9,-1.5,Sample
2022/02/15 06:21:00,1.4,11.7,0.9,-1.50,99.9,-1.5,Sample
2022/02/15 06:22:00,1.2,11.9,1.0,-1.44,99.9,-1.5,Sample
2022/02/15 06:23:00,1.0,12.1,1.0,-1.40,99.9,-1.4,Sample
2022/02/15 06:24:00,3.0,12.0,0.9,-1.33,99.9,-1.3,Sample
2022/02/15 06:25:00,3.0,11.3,1.1,-1.47,99.9,-1.5,Sample
2022/02/15 06:26:00,1.9,11.5,1.1,-1.60,99.9,-1.6,Sample
2022/02/15 06:27:00,2.3,11.7,0.9,-1.68,99.9,-1.7,Sample
2022/02/15 06:28:00,2.6,11.6,0.9,-1.70,99.9,-1.7,Sample
2022/02/15 06:29:00,1.6,11.9,1.0,-1.66,99.9,-1.7,Sample
2022/02/15 06:30:00,1.9,12.3,1.2,-1.44,99.9,-1.5,Sample
2022/02/15 06:31:00,2.8,12.1,1.1,-1.40,99.9,-1.4,Sample
2022/02/15 06:32:00,3.9,12.3,1.2,-1.33,99.9,-1.3,Sample
2022/02/15 06:33:00,3.5,12.1,1.0,-1.37,99.9,-1.4,Sample
2022/02/15 06:34:00,2.5,11.8,1.0,-1.40,99.9,-1.4,Sample
2022/02/15 06:35:00,1.4,11.7,1.0,-1.46,99.9,-1.5,Sample
2022/02/15 06:36:00,1.4,11.7,1.1,-1.50,99.9,-1.5,Sample
2022/02/15 06:37:00,1.5,11.8,1.2,-1.51,99.9,-1.5,Sample
2022/02/15 06:38:00,2.0,12.1,1.1,-1.37,99.9,-1.4,Sample
2022/02/15 06:39:00,2.9,12.5,1.3,-1.09,99.9,-1.1,Sample
2022/02/15 06:40:00,4.4,12.3,1.3,-0.94,99.9,-1.0,Sample
2022/02/15 06:41:00,4.2,12.2,1.2,-0.88,99.9,-0.9,Sample
2022/02/15 06:42:00,3.8,12.1,1.2,-0.88,99.9,-0.9,Sample
2022/02/15 06:43:00,2.8,12.0,1.1,-0.87,99.9,-0.9,Sample
2022/02/15 06:44:00,2.7,11.9,1.3,-0.86,99.9,-0.9,Sample
2022/02/15 06:45:00,1.7,12.1,1.3,-0.82,99.9,-0.8,Sample
2022/02/15 06:46:00,1.4,11.9,1.4,-0.85,99.9,-0.9,Sample
2022/02/15 06:47:00,1.6,11.5,1.1,-1.03,99.9,-1.0,Sample
2022/02/15 06:48:00,1.6,11.5,1.3,-1.20,99.9,-1.2,Sample
2022/02/15 06:49:00,1.3,11.8,1.4,-1.22,99.9,-1.2,Sample
2022/02/15 06:50:00,0.9,12.1,1.2,-1.05,99.9,-1.1,Sample
2022/02/15 06:51:00,1.8,12.4,1.3,-0.90,99.9,-0.9,Sample
2022/02/15 06:52:00,2.7,12.1,1.3,-0.94,99.9,-1.0,Sample
2022/02/15 06:53:00,1.8,12.0,1.5,-1.00,99.9,-1.0,Sample
2022/02/15 06:54:00,1.7,12.2,1.4,-0.95,99.9,-1.0,Sample
2022/02/15 06:55:00,2.3,12.3,1.5,-0.93,99.9,-0.9,Sample
2022/02/15 06:56:00,3.1,12.2,1.3,-0.90,99.9,-0.9,Sample
2022/02/15 06:57:00,2.4,11.8,1.4,-0.96,99.9,-1.0,Sample
2022/02/15 06:58:00,1.5,11.7,1.2,-0.94,99.9,-1.0,Sample
2022/02/15 06:59:00,1.6,11.7,1.2,-0.89,99.9,-0.9,Sample
2022/02/15 07:00:00,1.9,11.9,1.4,-0.74,99.9,-0.8,Sample
2022/02/15 07:01:00,2.6,12.1,1.4,-0.51,99.9,-0.5,Sample
2022/02/15 07:02:00,3.9,12.6,1.3,-0.23,99.9,-0.2,Sample
2022/02/15 07:03:00,5.3,12.6,1.4,0.06,99.9,0.0,Sample
2022/02/15 07:04:00,4.5,12.5,1.4,0.24,99.9,0.2,Sample
2022/02/15 07:05:00,3.3,12.7,1.4,0.43,99.9,0.4,Sample
2022/02/15 07:06:00,2.8,12.8,1.4,0.65,99.9,0.6,Sample
2022/02/15 07:07:00,2.0,12.7,1.4,0.83,99.9,0.8,Sample
2022/02/15 07:08:00,2.1,12.6,1.3,0.97,99.9,1.0,Sample
2022/02/15 07:09:00,1.8,12.4,1.4,1.15,99.9,1.1,Sample
2022/02/15 07:10:00,1.2,12.7,1.3,1.39,99.9,1.4,Sample
2022/02/15 07:11:00,0.9,13.1,1.4,1.61,99.9,1.6,Sample
2022/02/15 07:12:00,0.9,13.3,1.4,1.83,99.9,1.8,Sample
2022/02/15 07:13:00,0.7,13.1,1.4,2.09,99.9,2.1,Sample
2022/02/15 07:14:00,0.0,13.3,1.3,2.34,99.9,2.3,Sample
2022/02/15 07:15:00,0.2,13.3,1.4,2.53,99.9,2.5,Sample
2022/02/15 07:16:00,0.1,13.2,1.3,2.61,99.9,2.6,Sample
2022/02/15 07:17:00,0.0,13.2,1.4,2.69,99.9,2.7,Sample
2022/02/15 07:18:00,0.0,13.1,1.3,2.83,99.7,2.8,Sample
2022/02/15 07:19:00,0.0,13.1,1.7,3.06,99.1,2.9,Sample
2022/02/15 07:20:00,0.0,13.2,1.7,3.47,98.9,3.3,Sample
2022/02/15 07:21:00,0.0,13.2,1.6,3.88,97.6,3.5,Sample
2022/02/15 07:22:00,0.0,13.2,1.6,4.38,96.3,3.8,Sample
2022/02/15 07:23:00,0.0,13.0,1.6,4.82,94.3,4.0,Sample
2022/02/15 07:24:00,0.0,12.4,1.6,5.10,90.8,3.7,Sample
2022/02/15 07:25:00,0.0,12.1,2.0,5.02,87.1,3.1,Sample
2022/02/15 07:26:00,0.0,12.5,2.0,5.05,87.2,3.1,Sample
2022/02/15 07:27:00,0.0,12.8,2.3,5.38,87.0,3.4,Sample
2022/02/15 07:28:00,0.0,12.6,2.1,5.82,84.5,3.4,Sample
2022/02/15 07:29:00,0.0,12.0,1.7,6.32,80.8,3.3,Sample
2022/02/15 07:30:00,0.0,12.1,2.3,6.68,78.6,3.2,Sample
2022/02/15 07:31:00,0.0,12.9,2.3,6.66,77.3,3.0,Sample
2022/02/15 07:32:00,0.0,13.5,2.5,6.31,76.1,2.4,Sample
2022/02/15 07:33:00,0.0,13.4,2.7,5.93,76.7,2.2,Sample
2022/02/15 07:34:00,0.3,13.6,2.8,5.57,78.1,2.0,Sample
2022/02/15 07:35:00,1.8,13.8,2.5,5.25,78.9,1.9,Sample
2022/02/15 07:36:00,1.8,13.7,2.4,5.07,80.0,1.9,Sample
2022/02/15 07:37:00,1.7,13.8,2.5,4.95,81.0,2.0,Sample
2022/02/15 07:38:00,1.7,13.9,2.6,5.05,82.1,2.2,Sample
2022/02/15 07:39:00,1.4,14.3,2.5,5.12,81.5,2.2,Sample
2022/02/15 07:40:00,1.1,14.2,2.3,5.20,81.7,2.3,Sample
2022/02/15 07:41:00,1.0,14.3,2.6,5.22,81.6,2.3,Sample
2022/02/15 07:42:00,0.7,14.3,2.4,5.34,81.7,2.5,Sample
2022/02/15 07:43:00,0.3,14.3,2.5,5.57,81.5,2.7,Sample
2022/02/15 07:44:00,0.0,14.1,2.5,5.78,80.8,2.7,Sample
2022/02/15 07:45:00,0.0,14.1,2.3,6.07,80.4,3.0,Sample
2022/02/15 07:46:00,0.0,14.4,2.6,6.53,79.8,3.3,Sample
2022/02/15 07:47:00,0.0,14.4,2.5,7.16,78.8,3.7,Sample
2022/02/15 07:48:00,0.0,14.6,2.9,7.81,78.0,4.2,Sample
2022/02/15 07:49:00,0.0,15.3,2.9,8.45,77.0,4.6,Sample
2022/02/15 07:50:00,0.0,15.5,3.1,9.04,75.8,5.0,Sample
2022/02/15 07:51:00,0.0,16.7,3.7,9.00,72.8,4.4,Sample
2022/02/15 07:52:00,0.0,18.8,3.3,8.49,72.8,3.9,Sample
2022/02/15 07:53:00,0.0,19.5,3.3,8.19,74.0,3.8,Sample
2022/02/15 07:54:00,0.0,18.9,3.2,8.60,76.0,4.6,Sample
2022/02/15 07:55:00,0.0,19.2,3.7,9.03,74.6,4.8,Sample
2022/02/15 07:56:00,0.0,19.9,3.3,9.31,73.4,4.8,Sample
2022/02/15 07:57:00,0.0,19.8,3.6,9.19,71.9,4.4,Sample
2022/02/15 07:58:00,0.0,19.9,3.6,8.80,72.4,4.1,Sample
2022/02/15 07:59:00,0.0,19.2,3.5,8.56,73.8,4.1,Sample
2022/02/15 08:00:00,0.0,17.7,3.5,8.22,73.2,3.7,Sample
2022/02/15 08:01:00,0.0,16.6,3.5,7.94,74.6,3.7,Sample
2022/02/15 08:02:00,0.0,17.1,3.3,7.91,74.7,3.7,Sample
2022/02/15 08:03:00,0.0,19.3,3.4,7.62,74.7,3.4,Sample
2022/02/15 08:04:00,0.0,20.9,2.9,7.38,76.4,3.5,Sample
2022/02/15 08:05:00,0.0,20.9,2.9,7.63,77.5,4.0,Sample
2022/02/15 08:06:00,0.0,20.5,3.0,7.77,76.8,3.9,Sample
2022/02/15 08:07:00,0.0,21.1,2.9,7.84,75.5,3.8,Sample
2022/02/15 08:08:00,0.0,21.4,3.1,8.07,75.8,4.1,Sample
2022/02/15 08:09:00,0.0,20.9,2.8,8.03,75.3,3.9,Sample
2022/02/15 08:10:00,0.0,21.0,2.6,7.93,76.1,4.0,Sample
2022/02/15 08:11:00,0.0,21.7,2.6,7.90,75.4,3.8,Sample
2022/02/15 08:12:00,0.0,22.1,2.7,8.03,75.0,3.9,Sample
2022/02/15 08:13:00,0.0,22.5,2.5,8.12,74.9,3.9,Sample
2022/02/15 08:14:00,0.0,22.5,2.5,8.29,76.2,4.3,Sample
2022/02/15 08:15:00,0.0,22.1,2.4,8.59,76.2,4.6,Sample
2022/02/15 08:16:00,0.0,22.1,2.5,8.88,73.7,4.4,Sample
2022/02/15 08:17:00,0.0,22.3,2.4,9.17,74.0,4.8,Sample
2022/02/15 08:18:00,0.0,22.2,2.4,9.51,72.7,4.8,Sample
2022/02/15 08:19:00,0.0,22.0,2.4,9.77,72.8,5.1,Sample
2022/02/15 08:20:00,0.0,22.2,2.4,9.98,71.3,5.0,Sample
2022/02/15 08:21:00,0.0,22.0,2.4,10.20,69.5,4.9,Sample
2022/02/15 08:22:00,0.0,21.6,2.1,10.29,69.6,5.0,Sample
2022/02/15 08:23:00,0.0,21.6,2.2,10.28,68.0,4.6,Sample
2022/02/15 08:24:00,0.0,22.5,2.2,10.23,67.0,4.4,Sample
2022/02/15 08:25:00,0.0,22.9,2.0,10.43,68.5,4.9,Sample
2022/02/15 08:26:00,0.0,23.0,2.3,10.48,67.7,4.8,Sample
2022/02/15 08:27:00,0.0,23.3,2.2,10.32,67.8,4.6,Sample
2022/02/15 08:28:00,0.0,23.8,2.1,10.02,67.0,4.2,Sample
2022/02/15 08:29:00,0.0,25.1,1.9,9.55,68.4,4.0,Sample
2022/02/15 08:30:00,0.0,25.6,1.8,9.54,70.8,4.5,Sample
2022/02/15 08:31:00,0.0,25.3,2.0,9.68,70.5,4.6,Sample
2022/02/15 08:32:00,0.0,24.9,1.8,9.62,70.0,4.4,Sample
2022/02/15 08:33:00,0.0,25.1,1.8,9.78,71.9,4.9,Sample
2022/02/15 08:34:00,0.0,25.1,1.9,10.32,71.4,5.4,Sample
2022/02/15 08:35:00,0.0,25.3,2.0,10.39,70.1,5.2,Sample
2022/02/15 08:36:00,0.0,26.0,1.8,10.60,71.4,5.6,Sample
2022/02/15 08:37:00,0.0,26.5,1.9,10.93,70.3,5.7,Sample
2022/02/15 08:38:00,0.0,27.0,1.8,11.10,70.5,5.9,Sample
2022/02/15 08:39:00,0.0,27.2,2.0,11.30,69.1,5.8,Sample
2022/02/15 08:40:00,0.0,28.0,1.7,11.40,67.0,5.5,Sample
2022/02/15 08:41:00,0.0,29.0,1.8,11.44,66.8,5.5,Sample
2022/02/15 08:42:00,0.0,28.9,1.7,11.25,67.2,5.4,Sample
2022/02/15 08:43:00,0.0,28.2,1.8,11.35,68.8,5.8,Sample
2022/02/15 08:44:00,0.0,27.9,1.7,11.64,67.5,5.8,Sample
2022/02/15 08:45:00,0.0,28.7,1.7,11.43,66.6,5.4,Sample
2022/02/15 08:46:00,0.0,29.9,1.6,11.53,66.9,5.6,Sample
2022/02/15 08:47:00,0.0,30.5,1.6,11.50,66.9,5.5,Sample
2022/02/15 08:48:00,0.0,31.7,1.6,10.97,65.2,4.7,Sample
2022/02/15 08:49:00,0.0,31.6,1.5,10.88,66.6,4.9,Sample
2022/02/15 08:50:00,0.0,31.5,1.6,11.17,67.4,5.3,Sample
2022/02/15 08:51:00,0.0,32.1,1.9,11.26,65.8,5.1,Sample
2022/02/15 08:52:00,0.0,33.2,1.4,10.83,65.1,4.5,Sample
2022/02/15 08:53:00,0.0,32.8,1.7,10.88,66.2,4.8,Sample
2022/02/15 08:54:00,0.0,31.8,1.5,11.02,66.0,4.9,Sample
2022/02/15 08:55:00,0.0,31.7,1.5,11.26,68.0,5.6,Sample
2022/02/15 08:56:00,0.0,31.6,1.5,11.53,66.8,5.6,Sample
2022/02/15 08:57:00,0.0,31.7,1.3,11.62,66.4,5.6,Sample
2022/02/15 08:58:00,0.0,30.5,1.5,11.92,67.1,6.0,Sample
2022/02/15 08:59:00,0.0,31.5,1.9,11.92,66.0,5.8,Sample
2022/02/15 09:00:00,0.0,32.2,1.6,11.77,64.9,5.4,Sample
2022/02/15 09:01:00,0.0,31.2,1.5,11.52,65.9,5.4,Sample
2022/02/15 09:02:00,0.0,32.1,1.6,11.29,65.8,5.1,Sample
2022/02/15 09:03:00,0.0,33.6,1.5,11.21,65.8,5.1,Sample
2022/02/15 09:04:00,0.0,32.9,1.5,10.99,65.9,4.9,Sample
2022/02/15 09:05:00,0.0,33.9,1.4,10.96,66.6,5.0,Sample
2022/02/15 09:06:00,0.0,34.0,1.2,11.03,66.8,5.1,Sample
2022/02/15 09:07:00,0.0,32.5,1.6,10.88,66.4,4.9,Sample
2022/02/15 09:08:00,0.0,34.5,1.4,11.18,66.8,5.2,Sample
2022/02/15 09:09:00,0.0,33.2,1.6,11.63,65.8,5.4,Sample
2022/02/15 09:10:00,0.0,32.8,1.6,11.62,64.6,5.2,Sample
2022/02/15 09:11:00,0.0,34.0,1.3,11.71,65.2,5.4,Sample
2022/02/15 09:12:00,0.0,33.3,1.6,11.88,64.4,5.4,Sample
2022/02/15 09:13:00,0.0,33.2,1.7,11.73,64.3,5.2,Sample
2022/02/15 09:14:00,0.0,33.2,1.9,12.08,64.3,5.5,Sample
2022/02/15 09:15:00,0.0,34.4,1.7,12.15,63.0,5.3,Sample
2022/02/15 09:16:00,0.0,34.1,1.4,12.49,62.4,5.5,Sample
2022/02/15 09:17:00,0.0,35.4,1.6,12.30,62.1,5.2,Sample
2022/02/15 09:18:00,0.0,35.7,1.6,12.43,62.6,5.5,Sample
2022/02/15 09:19:00,0.0,34.0,1.6,12.23,61.2,5.0,Sample
2022/02/15 09:20:00,0.0,35.5,1.6,12.38,61.4,5.1,Sample
2022/02/15 09:21:00,0.0,34.9,1.6,12.69,61.3,5.4,Sample
2022/02/15 09:22:00,0.0,35.6,1.4,12.77,60.8,5.4,Sample
2022/02/15 09:23:00,0.0,36.7,1.4,12.54,60.2,5.0,Sample
2022/02/15 09:24:00,0.0,34.7,1.7,13.02,61.2,5.7,Sample
2022/02/15 09:25:00,0.0,33.7,1.4,13.42,60.0,5.8,Sample
2022/02/15 09:26:00,0.0,33.6,1.5,13.48,60.2,5.9,Sample
2022/02/15 09:27:00,0.0,34.1,1.3,13.70,59.5,5.9,Sample
2022/02/15 09:28:00,0.0,34.4,1.5,14.07,57.7,5.8,Sample
2022/02/15 09:29:00,0.0,35.0,1.5,14.04,56.0,5.4,Sample
2022/02/15 09:30:00,0.0,36.4,1.4,14.18,55.9,5.5,Sample
2022/02/15 09:31:00,0.0,36.8,1.4,14.09,54.6,5.1,Sample
2022/02/15 09:32:00,0.0,37.5,1.5,14.35,55.0,5.4,Sample
2022/02/15 09:33:00,0.0,35.5,1.2,14.52,53.9,5.3,Sample
2022/02/15 09:34:00,0.0,37.4,1.3,14.11,52.4,4.5,Sample
2022/02/15 09:35:00,0.0,39.9,1.7,13.51,52.9,4.1,Sample
2022/02/15 09:36:00,0.0,36.2,1.4,13.73,52.8,4.3,Sample
2022/02/15 09:37:00,0.0,37.2,1.4,13.78,52.5,4.2,Sample
2022/02/15 09:38:00,0.0,40.8,1.5,13.61,52.6,4.1,Sample
2022/02/15 09:39:00,0.0,40.3,1.5,13.95,53.0,4.5,Sample
2022/02/15 09:40:00,0.0,38.1,1.6,14.18,53.2,4.8,Sample
2022/02/15 09:41:00,0.0,36.2,1.7,14.65,54.3,5.5,Sample
2022/02/15 09:42:00,0.0,34.4,1.5,14.38,52.4,4.7,Sample
2022/02/15 09:43:00,0.0,36.0,1.5,14.45,52.0,4.7,Sample
2022/02/15 09:44:00,0.0,35.7,1.6,14.70,52.7,5.1,Sample
2022/02/15 09:45:00,0.0,40.5,1.5,13.62,53.1,4.2,Sample
2022/02/15 09:46:00,0.0,41.6,1.7,13.38,54.4,4.4,Sample
2022/02/15 09:47:00,0.0,36.2,1.7,13.16,55.2,4.4,Sample
2022/02/15 09:48:00,0.0,36.9,1.5,13.62,55.0,4.7,Sample
2022/02/15 09:49:00,0.0,37.1,1.6,13.86,55.3,5.0,Sample
2022/02/15 09:50:00,0.0,37.4,1.6,13.71,54.0,4.6,Sample
2022/02/15 09:51:00,0.0,38.7,1.7,13.83,54.4,4.8,Sample
2022/02/15 09:52:00,0.0,37.4,1.6,13.96,55.0,5.0,Sample
2022/02/15 09:53:00,0.0,39.5,1.7,13.62,52.9,4.2,Sample
2022/02/15 09:54:00,0.0,41.0,1.8,13.49,54.4,4.5,Sample
2022/02/15 09:55:00,0.0,36.2,1.8,13.82,54.2,4.7,Sample
2022/02/15 09:56:00,0.0,39.1,1.7,13.97,53.6,4.7,Sample
2022/02/15 09:57:00,0.0,42.8,1.8,13.84,53.8,4.6,Sample
2022/02/15 09:58:00,0.0,39.3,1.9,14.02,54.6,5.0,Sample
2022/02/15 09:59:00,0.0,36.7,2.4,14.36,53.5,5.0,Sample
2022/02/15 10:00:00,0.0,37.4,2.0,14.09,52.8,4.6,Sample
2022/02/15 10:01:00,0.0,38.1,1.8,13.90,53.4,4.6,Sample
2022/02/15 10:02:00,0.0,38.6,1.8,14.38,53.3,5.0,Sample
2022/02/15 10:03:00,0.0,36.4,1.9,13.94,52.7,4.4,Sample
2022/02/15 10:04:00,0.0,40.5,2.3,13.71,53.7,4.5,Sample
2022/02/15 10:05:00,0.0,40.7,1.9,13.98,54.9,5.1,Sample
2022/02/15 10:06:00,0.0,38.9,2.0,14.23,56.0,5.6,Sample
2022/02/15 10:07:00,0.0,34.9,1.8,14.00,55.9,5.3,Sample
2022/02/15 10:08:00,0.0,33.9,1.8,13.96,56.1,5.3,Sample
2022/02/15 10:09:00,0.0,34.2,1.7,13.73,55.9,5.1,Sample
2022/02/15 10:10:00,0.0,36.0,1.7,13.66,55.5,4.9,Sample
2022/02/15 10:11:00,0.0,36.7,1.9,13.46,55.4,4.7,Sample
2022/02/15 10:12:00,0.0,35.9,1.8,13.57,55.8,4.9,Sample
2022/02/15 10:13:00,0.0,37.2,1.9,13.95,55.9,5.3,Sample
2022/02/15 10:14:00,0.0,37.9,1.7,14.02,56.1,5.4,Sample
2022/02/15 10:15:00,0.0,33.1,1.9,14.37,55.9,5.7,Sample
2022/02/15 10:16:00,0.0,38.7,1.9,14.65,54.8,5.6,Sample
2022/02/15 10:17:00,0.0,40.6,1.8,14.52,54.2,5.4,Sample
2022/02/15 10:18:00,0.0,37.5,1.7,14.22,54.1,5.0,Sample
2022/02/15 10:19:00,0.0,35.1,1.8,14.08,54.1,4.9,Sample
2022/02/15 10:20:00,0.0,35.1,1.8,13.79,54.3,4.7,Sample
2022/02/15 10:21:00,0.0,34.8,1.8,13.84,55.2,5.0,Sample
2022/02/15 10:22:00,0.0,36.7,1.5,13.86,55.9,5.2,Sample
2022/02/15 10:23:00,0.0,38.4,1.8,14.03,55.5,5.3,Sample
2022/02/15 10:24:00,0.0,37.0,1.9,14.17,55.0,5.3,Sample
2022/02/15 10:25:00,0.0,38.1,1.9,14.34,54.7,5.3,Sample
2022/02/15 10:26:00,0.0,38.5,2.0,14.87,55.2,6.0,Sample
2022/02/15 10:27:00,0.0,37.2,2.3,15.12,54.0,5.9,Sample
2022/02/15 10:28:00,0.0,36.4,3.3,14.77,52.8,5.2,Sample
2022/02/15 10:29:00,0.0,38.4,2.5,14.37,52.5,4.8,Sample
2022/02/15 10:30:00,0.0,41.2,2.2,14.51,54.5,5.4,Sample
2022/02/15 10:31:00,0.0,36.4,2.4,14.90,53.6,5.5,Sample
2022/02/15 10:32:00,0.0,36.8,1.9,14.94,52.3,5.3,Sample
2022/02/15 10:33:00,0.0,40.5,2.3,15.12,52.6,5.5,Sample
2022/02/15 10:34:00,0.0,37.3,2.2,14.99,51.8,5.2,Sample
2022/02/15 10:35:00,0.0,35.5,1.8,15.13,51.8,5.3,Sample
2022/02/15 10:36:00,0.0,39.0,1.5,15.29,52.7,5.7,Sample
2022/02/15 10:37:00,0.0,38.8,1.5,15.27,53.9,6.0,Sample
2022/02/15 10:38:00,0.0,36.9,1.8,15.32,51.4,5.3,Sample
2022/02/15 10:39:00,0.0,39.3,1.7,15.02,51.9,5.2,Sample
2022/02/15 10:40:00,0.0,39.4,1.6,15.39,52.0,5.6,Sample
2022/02/15 10:41:00,0.0,38.4,1.5,15.96,52.0,6.1,Sample
2022/02/15 10:42:00,0.0,37.8,1.6,16.28,51.6,6.3,Sample
2022/02/15 10:43:00,0.0,38.7,1.5,15.74,50.3,5.4,Sample
2022/02/15 10:44:00,0.0,38.2,1.7,15.95,51.1,5.8,Sample
2022/02/15 10:45:00,0.0,37.9,1.7,16.14,51.1,6.0,Sample
2022/02/15 10:46:00,0.0,38.0,1.7,15.82,51.7,5.9,Sample
2022/02/15 10:47:00,0.0,38.3,1.5,15.88,51.2,5.8,Sample
2022/02/15 10:48:00,0.0,40.2,1.6,15.82,52.0,6.0,Sample
2022/02/15 10:49:00,0.0,36.9,1.6,15.81,51.9,5.9,Sample
2022/02/15 10:50:00,0.0,40.1,1.2,15.57,51.5,5.6,Sample
2022/02/15 10:51:00,0.0,37.0,1.5,15.55,51.8,5.7,Sample
2022/02/15 10:52:00,0.0,33.6,1.6,15.73,51.2,5.7,Sample
2022/02/15 10:53:00,0.0,37.0,1.8,15.89,49.6,5.4,Sample
2022/02/15 10:54:00,0.0,39.6,1.4,16.17,49.6,5.6,Sample
2022/02/15 10:55:00,0.0,39.3,1.7,16.42,50.3,6.0,Sample
2022/02/15 10:56:00,0.0,35.4,2.4,17.02,49.9,6.5,Sample
2022/02/15 10:57:00,0.0,28.1,3.8,17.32,48.0,6.2,Sample
2022/02/15 10:58:00,0.0,34.4,2.3,17.34,47.9,6.2,Sample
