NYIT College of Osteopathic Medicine · AQY BE-1510 (AQY BE-1510)
Instrument Data export
2/15/2022 to 2/16/2022
(UTC-06:00) Central Time (US & Canada)
Averaging period: 1 minute

Time,NO2 (ppb),O3 (ppb),PM2.5 (µg/m³),TEMP (°C),RH (%),DP (°C),Inlet
2022/02/15 00:00:00,0.0,21.5,1.1,1.31,90.6,-0.1,Sample
2022/02/15 00:01:00,0.0,22.5,0.9,1.42,91.1,0.1,Sample
2022/02/15 00:02:00,0.0,23.9,1.1,1.55,91.5,0.3,Sample
2022/02/15 00:03:00,0.0,24.0,1.0,1.61,91.6,0.4,Sample
2022/02/15 00:04:00,0.0,22.2,1.1,1.51,91.2,0.2,Sample
2022/02/15 00:05:00,0.0,20.1,1.0,1.33,90.6,-0.0,Sample
2022/02/15 00:06:00,0.0,21.5,1.0,1.36,91.1,0.1,Sample
2022/02/15 00:07:00,0.0,22.9,0.9,1.56,91.8,0.4,Sample
2022/02/15 00:08:00,0.0,21.6,0.9,1.58,91.6,0.3,Sample
2022/02/15 00:09:00,0.0,21.8,0.8,1.53,91.3,0.3,Sample
2022/02/15 00:10:00,0.0,23.8,1.0,1.62,91.6,0.4,Sample
2022/02/15 00:11:00,0.0,25.4,1.0,1.83,92.1,0.7,Sample
2022/02/15 00:12:00,0.0,26.2,0.9,2.03,92.3,0.9,Sample
2022/02/15 00:13:00,0.0,25.1,0.9,2.11,92.1,1.0,Sample
2022/02/15 00:14:00,0.0,22.6,1.0,2.03,91.4,0.8,Sample
2022/02/15 00:15:00,0.0,21.0,0.8,1.79,90.6,0.4,Sample
2022/02/15 00:16:00,0.0,21.3,0.8,1.61,90.4,0.2,Sample
2022/02/15 00:17:00,0.0,22.9,1.0,1.59,91.0,0.3,Sample
2022/02/15 00:18:00,0.0,24.4,0.8,1.66,91.6,0.4,Sample
2022/02/15 00:19:00,0.0,25.0,0.9,1.84,92.2,0.7,Sample
2022/02/15 00:20:00,0.0,24.7,0.8,1.91,92.1,0.8,Sample
2022/02/15 00:21:00,0.0,23.6,0.8,1.95,91.9,0.8,Sample
2022/02/15 00:22:00,0.0,23.6,0.9,1.98,91.8,0.8,Sample
2022/02/15 00:23:00,0.0,23.9,1.0,2.00,91.9,0.8,Sample
2022/02/15 00:24:00,0.0,23.8,0.9,1.99,91.8,0.8,Sample
2022/02/15 00:25:00,0.0,23.9,0.8,2.00,91.9,0.8,Sample
2022/02/15 00:26:00,0.0,24.5,0.9,2.05,92.0,0.9,Sample
2022/02/15 00:27:00,0.0,24.6,0.9,2.10,92.1,0.9,Sample
2022/02/15 00:28:00,0.0,24.2,0.9,2.10,91.9,0.9,Sample
2022/02/15 00:29:00,0.0,24.0,1.0,2.09,91.8,0.9,Sample
2022/02/15 00:30:00,0.0,23.3,0.9,1.98,91.5,0.7,Sample
2022/02/15 00:31:00,0.0,22.2,1.0,1.83,91.3,0.6,Sample
2022/02/15 00:32:00,0.0,21.6,0.8,1.67,91.0,0.4,Sample
2022/02/15 00:33:00,0.0,21.3,0.9,1.59,91.1,0.3,Sample
2022/02/15 00:34:00,0.0,22.6,1.1,1.58,91.3,0.3,Sample
2022/02/15 00:35:00,0.0,23.1,1.1,1.60,91.7,0.4,Sample
2022/02/15 00:36:00,0.0,23.2,0.8,1.62,91.9,0.4,Sample
2022/02/15 00:37:00,0.0,22.9,0.9,1.65,92.0,0.5,Sample
2022/02/15 00:38:00,0.0,22.0,1.0,1.58,91.8,0.4,Sample
2022/02/15 00:39:00,0.0,22.1,0.8,1.52,91.7,0.3,Sample
2022/02/15 00:40:00,0.0,21.7,0.9,1.43,91.6,0.2,Sample
2022/02/15 00:41:00,0.0,22.1,1.1,1.38,91.6,0.2,Sample
2022/02/15 00:42:00,0.0,22.2,0.9,1.33,91.9,0.1,Sample
2022/02/15 00:43:00,0.0,20.6,0.8,1.28,91.8,0.1,Sample
2022/02/15 00:44:00,0.0,19.9,0.9,1.15,91.4,-0.1,Sample
2022/02/15 00:45:00,0.0,20.9,0.9,1.10,91.4,-0.1,Sample
2022/02/15 00:46:00,0.0,21.4,0.7,1.11,91.7,-0.1,Sample
2022/02/15 00:47:00,0.0,21.9,0.9,1.13,92.0,-0.0,Sample
2022/02/15 00:48:00,0.0,22.2,0.9,1.20,92.4,0.1,Sample
2022/02/15 00:49:00,0.0,22.0,0.8,1.22,92.5,0.1,Sample
2022/02/15 00:50:00,0.0,21.4,0.8,1.19,92.4,0.1,Sample
2022/02/15 00:51:00,0.0,19.6,0.8,1.07,92.2,-0.1,Sample
2022/02/15 00:52:00,0.0,18.5,0.7,0.94,91.8,-0.2,Sample
2022/02/15 00:53:00,0.0,18.5,0.9,0.82,91.7,-0.4,Sample
2022/02/15 00:54:00,0.0,19.3,0.8,0.80,91.8,-0.4,Sample
2022/02/15 00:55:00,0.0,19.4,0.8,0.76,92.0,-0.4,Sample
2022/02/15 00:56:00,0.0,18.3,0.9,0.64,91.7,-0.5,Sample
2022/02/15 00:57:00,0.0,18.0,0.9,0.54,91.6,-0.7,Sample
2022/02/15 00:58:00,0.0,18.4,0.7,0.50,91.7,-0.7,Sample
2022/02/15 00:59:00,0.0,19.3,0.9,0.50,92.0,-0.6,Sample
2022/02/15 01:00:00,0.2,20.4,0.9,0.54,92.5,-0.5,Sample
2022/02/15 01:01:00,0.0,21.2,0.9,0.59,92.8,-0.4,Sample
2022/02/15 01:02:00,0.0,22.3,1.0,0.64,92.7,-0.4,Sample
2022/02/15 01:03:00,0.0,23.1,0.8,0.70,93.0,-0.3,Sample
2022/02/15 01:04:00,0.0,23.5,0.8,0.80,93.3,-0.2,Sample
2022/02/15 01:05:00,0.0,23.0,1.0,0.81,93.5,-0.1,Sample
2022/02/15 01:06:00,0.0,22.0,0.9,0.80,93.4,-0.1,Sample
2022/02/15 01:07:00,0.0,22.1,0.9,0.77,93.3,-0.2,Sample
2022/02/15 01:08:00,0.0,22.3,0.9,0.80,93.4,-0.1,Sample
2022/02/15 01:09:00,0.0,22.0,0.8,0.83,93.8,-0.1,Sample
2022/02/15 01:10:00,0.0,21.5,0.8,0.90,94.0,0.0,Sample
2022/02/15 01:11:00,0.0,21.1,0.8,0.93,93.9,0.1,Sample
2022/02/15 01:12:00,0.0,20.7,0.7,0.89,93.9,0.0,Sample
2022/02/15 01:13:00,0.0,20.0,0.7,0.80,93.8,-0.1,Sample
2022/02/15 01:14:00,0.0,19.3,0.8,0.65,93.7,-0.2,Sample
2022/02/15 01:15:00,0.0,18.7,0.9,0.57,93.7,-0.3,Sample
2022/02/15 01:16:00,0.0,17.9,0.7,0.49,93.7,-0.4,Sample
2022/02/15 01:17:00,0.0,18.1,0.7,0.43,93.6,-0.5,Sample
2022/02/15 01:18:00,0.0,20.3,0.8,0.41,93.6,-0.5,Sample
2022/02/15 01:19:00,0.0,22.1,0.9,0.47,93.7,-0.4,Sample
2022/02/15 01:20:00,0.0,22.3,0.9,0.50,93.9,-0.4,Sample
2022/02/15 01:21:00,0.0,20.8,0.7,0.52,94.0,-0.3,Sample
2022/02/15 01:22:00,0.0,19.3,0.7,0.50,94.0,-0.4,Sample
2022/02/15 01:23:00,0.0,19.0,0.9,0.50,94.1,-0.3,Sample
2022/02/15 01:24:00,0.0,20.4,0.7,0.47,94.0,-0.4,Sample
2022/02/15 01:25:00,0.0,21.7,0.8,0.49,94.3,-0.3,Sample
2022/02/15 01:26:00,0.0,21.7,0.8,0.60,94.6,-0.2,Sample
2022/02/15 01:27:00,0.0,20.7,0.9,0.58,94.6,-0.2,Sample
2022/02/15 01:28:00,0.0,19.4,0.7,0.51,94.6,-0.3,Sample
2022/02/15 01:29:00,0.0,18.9,0.8,0.45,94.4,-0.3,Sample
2022/02/15 01:30:00,0.0,20.1,0.9,0.49,94.6,-0.3,Sample
2022/02/15 01:31:00,0.0,19.2,0.7,0.42,94.5,-0.4,Sample
2022/02/15 01:32:00,0.0,17.6,0.7,0.37,94.5,-0.4,Sample
2022/02/15 01:33:00,0.0,18.6,0.7,0.37,94.7,-0.4,Sample
2022/02/15 01:34:00,0.0,20.3,0.7,0.38,94.9,-0.4,Sample
2022/02/15 01:35:00,0.0,21.5,0.8,0.46,95.3,-0.2,Sample
2022/02/15 01:36:00,0.0,21.5,0.6,0.50,95.5,-0.1,Sample
2022/02/15 01:37:00,0.0,20.9,0.8,0.50,95.5,-0.1,Sample
2022/02/15 01:38:00,0.0,20.3,0.7,0.47,95.4,-0.2,Sample
2022/02/15 01:39:00,0.0,19.3,0.8,0.41,95.5,-0.2,Sample
2022/02/15 01:40:00,0.0,18.1,0.8,0.35,95.4,-0.3,Sample
2022/02/15 01:41:00,0.0,18.0,0.7,0.30,95.3,-0.4,Sample
2022/02/15 01:42:00,0.0,17.6,0.7,0.20,95.4,-0.5,Sample
2022/02/15 01:43:00,0.0,17.1,0.8,0.08,95.2,-0.6,Sample
2022/02/15 01:44:00,0.0,18.0,0.8,0.01,95.1,-0.7,Sample
2022/02/15 01:45:00,0.0,19.6,0.7,0.01,95.2,-0.7,Sample
2022/02/15 01:46:00,0.0,20.4,0.7,0.01,95.2,-0.7,Sample
2022/02/15 01:47:00,0.0,20.4,0.8,0.02,95.3,-0.6,Sample
2022/02/15 01:48:00,0.0,20.1,0.7,0.00,95.3,-0.7,Sample
2022/02/15 01:49:00,0.0,20.1,0.8,0.00,95.3,-0.7,Sample
2022/02/15 01:50:00,0.0,19.9,0.8,0.00,95.4,-0.6,Sample
2022/02/15 01:51:00,0.0,20.0,0.9,0.04,95.7,-0.6,Sample
2022/02/15 01:52:00,0.0,20.0,1.0,0.10,95.9,-0.5,Sample
2022/02/15 01:53:00,0.0,19.3,0.8,0.17,96.1,-0.4,Sample
2022/02/15 01:54:00,0.0,18.5,0.8,0.20,96.1,-0.3,Sample
2022/02/15 01:55:00,0.0,19.2,0.9,0.19,96.2,-0.3,Sample
2022/02/15 01:56:00,0.0,20.3,0.7,0.21,96.3,-0.3,Sample
2022/02/15 01:57:00,0.0,18.9,0.7,0.11,96.1,-0.4,Sample
2022/02/15 01:58:00,0.0,18.4,0.7,0.08,96.1,-0.5,Sample
2022/02/15 01:59:00,0.0,19.1,0.9,0.08,96.4,-0.4,Sample
2022/02/15 02:00:00,0.0,18.9,0.8,-0.01,96.1,-0.5,Sample
2022/02/15 02:01:00,0.0,18.6,0.7,0.01,96.5,-0.5,Sample
2022/02/15 02:02:00,0.0,17.1,0.5,-0.10,96.3,-0.6,Sample
2022/02/15 02:03:00,0.0,15.8,0.6,-0.20,96.2,-0.7,Sample
2022/02/15 02:04:00,0.0,16.0,0.7,-0.26,96.3,-0.8,Sample
2022/02/15 02:05:00,0.3,16.6,0.7,-0.26,96.4,-0.8,Sample
2022/02/15 02:06:00,2.6,17.1,0.6,-0.13,96.9,-0.6,Sample
2022/02/15 02:07:00,2.3,17.1,0.6,-0.03,97.2,-0.4,Sample
2022/02/15 02:08:00,1.4,16.8,0.6,0.00,97.2,-0.4,Sample
2022/02/15 02:09:00,1.2,16.2,0.7,0.01,97.5,-0.3,Sample
2022/02/15 02:10:00,0.0,15.7,0.7,-0.04,97.5,-0.4,Sample
2022/02/15 02:11:00,0.0,15.3,0.6,-0.12,97.4,-0.5,Sample
2022/02/15 02:12:00,0.0,15.1,0.5,-0.22,97.3,-0.6,Sample
2022/02/15 02:13:00,0.0,15.6,0.6,-0.32,97.2,-0.7,Sample
2022/02/15 02:14:00,0.0,16.4,0.6,-0.42,97.0,-0.8,Sample
2022/02/15 02:15:00,0.0,16.7,0.7,-0.49,97.0,-0.9,Sample
2022/02/15 02:16:00,0.0,16.6,0.6,-0.49,97.0,-0.9,Sample
2022/02/15 02:17:00,0.0,16.3,0.7,-0.48,97.1,-0.9,Sample
2022/02/15 02:18:00,0.0,16.2,0.7,-0.50,97.1,-0.9,Sample
2022/02/15 02:19:00,1.2,16.2,0.8,-0.50,97.2,-0.9,Sample
2022/02/15 02:20:00,1.4,15.7,0.8,-0.50,97.3,-0.9,Sample
2022/02/15 02:21:00,0.6,15.4,0.6,-0.50,97.2,-0.9,Sample
2022/02/15 02:22:00,0.0,15.5,0.7,-0.60,97.0,-1.0,Sample
2022/02/15 02:23:00,0.0,15.7,0.7,-0.62,97.0,-1.0,Sample
2022/02/15 02:24:00,0.0,15.6,0.8,-0.60,97.2,-1.0,Sample
2022/02/15 02:25:00,1.3,15.3,0.7,-0.52,97.5,-0.9,Sample
2022/02/15 02:26:00,2.8,15.1,0.7,-0.48,97.7,-0.8,Sample
2022/02/15 02:27:00,1.6,15.1,0.7,-0.49,97.7,-0.8,Sample
2022/02/15 02:28:00,0.0,15.0,0.7,-0.52,97.4,-0.9,Sample
2022/02/15 02:29:00,0.9,14.9,0.8,-0.59,97.4,-1.0,Sample
2022/02/15 02:30:00,1.9,14.5,0.8,-0.60,97.4,-1.0,Sample
2022/02/15 02:31:00,3.3,14.2,0.6,-0.61,97.4,-1.0,Sample
2022/02/15 02:32:00,7.4,14.2,0.7,-0.49,97.7,-0.8,Sample
2022/02/15 02:33:00,8.7,14.3,0.8,-0.37,98.1,-0.6,Sample
2022/02/15 02:34:00,6.9,14.3,0.7,-0.30,98.3,-0.5,Sample
2022/02/15 02:35:00,5.4,14.3,0.7,-0.31,98.4,-0.5,Sample
2022/02/15 02:36:00,3.3,14.2,0.8,-0.30,98.5,-0.5,Sample
2022/02/15 02:37:00,0.0,14.3,0.9,-0.30,98.6,-0.5,Sample
2022/02/15 02:38:00,0.0,14.2,0.7,-0.30,98.7,-0.5,Sample
2022/02/15 02:39:00,0.0,13.9,0.8,-0.36,98.6,-0.6,Sample
2022/02/15 02:40:00,0.0,14.1,0.8,-0.43,98.5,-0.6,Sample
2022/02/15 02:41:00,0.0,14.3,0.7,-0.49,98.5,-0.7,Sample
2022/02/15 02:42:00,0.0,14.4,0.7,-0.53,98.5,-0.7,Sample
2022/02/15 02:43:00,0.0,14.4,0.7,-0.56,98.5,-0.8,Sample
2022/02/15 02:44:00,0.0,14.6,0.8,-0.59,98.6,-0.8,Sample
2022/02/15 02:45:00,0.0,14.9,0.8,-0.59,98.6,-0.8,Sample
2022/02/15 02:46:00,0.0,15.1,0.8,-0.57,98.7,-0.8,Sample
2022/02/15 02:47:00,0.6,15.3,0.8,-0.50,98.9,-0.7,Sample
2022/02/15 02:48:00,0.1,15.3,0.7,-0.51,98.9,-0.7,Sample
2022/02/15 02:49:00,0.0,15.1,0.8,-0.50,99.0,-0.6,Sample
2022/02/15 02:50:00,0.1,15.2,0.8,-0.50,99.2,-0.6,Sample
2022/02/15 02:51:00,0.2,15.4,0.7,-0.43,99.4,-0.5,Sample
2022/02/15 02:52:00,0.7,15.3,0.9,-0.40,99.5,-0.5,Sample
2022/02/15 02:53:00,0.2,14.9,0.7,-0.40,99.5,-0.5,Sample
2022/02/15 02:54:00,0.0,14.6,0.8,-0.41,99.4,-0.5,Sample
2022/02/15 02:55:00,0.0,14.3,0.7,-0.46,99.4,-0.5,Sample
2022/02/15 02:56:00,0.0,14.3,0.7,-0.50,99.4,-0.6,Sample
2022/02/15 02:57:00,0.0,14.4,0.6,-0.51,99.4,-0.6,Sample
2022/02/15 02:58:00,0.0,14.7,0.6,-0.56,99.4,-0.6,Sample
2022/02/15 02:59:00,0.0,15.6,0.8,-0.50,99.7,-0.5,Sample
2022/02/15 03:00:00,1.2,15.8,0.6,-0.40,99.9,-0.4,Sample
2022/02/15 03:01:00,1.7,14.9,0.7,-0.38,99.9,-0.4,Sample
2022/02/15 03:02:00,0.5,15.5,0.9,-0.38,99.9,-0.4,Sample
2022/02/15 03:03:00,0.6,16.8,0.9,-0.30,99.9,-0.3,Sample
2022/02/15 03:04:00,2.4,17.1,1.0,-0.24,99.9,-0.3,Sample
2022/02/15 03:05:00,1.6,17.5,0.9,-0.20,99.9,-0.2,Sample
2022/02/15 03:06:00,0.0,17.8,0.9,-0.20,99.9,-0.2,Sample
2022/02/15 03:07:00,0.0,17.4,0.9,-0.22,99.9,-0.2,Sample
2022/02/15 03:08:00,0.0,16.9,0.8,-0.20,99.9,-0.2,Sample
2022/02/15 03:09:00,0.0,16.3,0.9,-0.23,99.9,-0.2,Sample
2022/02/15 03:10:00,0.0,14.9,0.9,-0.30,99.9,-0.3,Sample
2022/02/15 03:11:00,0.0,13.3,0.8,-0.43,99.9,-0.4,Sample
2022/02/15 03:12:00,0.8,12.2,0.8,-0.52,99.9,-0.5,Sample
2022/02/15 03:13:00,0.5,12.5,0.7,-0.57,99.9,-0.6,Sample
2022/02/15 03:14:00,0.0,13.3,0.7,-0.58,99.9,-0.6,Sample
2022/02/15 03:15:00,0.0,13.9,0.8,-0.62,99.9,-0.6,Sample
2022/02/15 03:16:00,0.0,15.0,0.9,-0.56,99.9,-0.6,Sample
2022/02/15 03:17:00,0.2,15.6,0.9,-0.50,99.9,-0.5,Sample
2022/02/15 03:18:00,0.1,15.6,0.9,-0.48,99.9,-0.5,Sample
2022/02/15 03:19:00,0.0,15.6,0.9,-0.45,99.9,-0.5,Sample
2022/02/15 03:20:00,0.0,14.7,0.9,-0.50,99.9,-0.5,Sample
2022/02/15 03:21:00,0.0,13.9,0.8,-0.57,99.9,-0.6,Sample
2022/02/15 03:22:00,0.0,14.8,0.8,-0.60,99.9,-0.6,Sample
2022/02/15 03:23:00,0.0,15.5,0.9,-0.57,99.9,-0.6,Sample
2022/02/15 03:24:00,0.5,16.1,1.1,-0.50,99.9,-0.5,Sample
2022/02/15 03:25:00,1.5,16.1,1.0,-0.50,99.9,-0.5,Sample
2022/02/15 03:26:00,0.9,15.5,0.9,-0.51,99.9,-0.5,Sample
2022/02/15 03:27:00,0.2,14.6,0.9,-0.58,99.9,-0.6,Sample
2022/02/15 03:28:00,0.0,14.1,0.8,-0.62,99.9,-0.6,Sample
2022/02/15 03:29:00,0.0,14.2,0.8,-0.63,99.9,-0.6,Sample
2022/02/15 03:30:00,0.0,14.7,1.0,-0.67,99.9,-0.7,Sample
2022/02/15 03:31:00,0.0,16.3,1.0,-0.57,99.9,-0.6,Sample
2022/02/15 03:32:00,0.0,17.3,1.0,-0.51,99.9,-0.5,Sample
2022/02/15 03:33:00,0.0,15.9,0.9,-0.71,99.9,-0.7,Sample
2022/02/15 03:34:00,0.0,13.9,0.7,-1.02,99.9,-1.0,Sample
2022/02/15 03:35:00,0.0,13.8,0.8,-1.17,99.9,-1.2,Sample
2022/02/15 03:36:00,0.3,14.4,0.9,-1.20,99.9,-1.2,Sample
2022/02/15 03:37:00,0.4,14.5,0.8,-1.24,99.9,-1.3,Sample
2022/02/15 03:38:00,0.0,14.0,0.8,-1.33,99.9,-1.3,Sample
2022/02/15 03:39:00,0.0,13.5,1.0,-1.44,99.9,-1.5,Sample
2022/02/15 03:40:00,0.0,13.3,0.8,-1.49,99.9,-1.5,Sample
2022/02/15 03:41:00,0.0,13.6,0.9,-1.42,99.9,-1.4,Sample
2022/02/15 03:42:00,0.0,15.0,0.9,-1.31,99.9,-1.3,Sample
2022/02/15 03:43:00,0.0,16.6,1.0,-1.15,99.9,-1.2,Sample
2022/02/15 03:44:00,1.1,17.9,1.1,-0.96,99.9,-1.0,Sample
2022/02/15 03:45:00,6.2,18.3,1.3,-0.74,99.9,-0.8,Sample
2022/02/15 03:46:00,7.2,17.0,1.1,-0.69,99.9,-0.7,Sample
2022/02/15 03:47:00,7.1,15.3,1.0,-0.71,99.9,-0.7,Sample
2022/02/15 03:48:00,4.4,14.9,1.0,-0.80,99.9,-0.8,Sample
2022/02/15 03:49:00,0.3,16.0,1.0,-0.78,99.9,-0.8,Sample
2022/02/15 03:50:00,0.0,16.3,1.0,-0.71,99.9,-0.7,Sample
2022/02/15 03:51:00,0.0,16.0,0.9,-0.70,99.9,-0.7,Sample
2022/02/15 03:52:00,0.0,15.8,0.9,-0.73,99.9,-0.7,Sample
2022/02/15 03:53:00,0.0,15.7,1.0,-0.69,99.9,-0.7,Sample
2022/02/15 03:54:00,0.0,15.8,1.0,-0.70,99.9,-0.7,Sample
2022/02/15 03:55:00,0.0,15.7,1.1,-0.74,99.9,-0.8,Sample
2022/02/15 03:56:00,0.0,15.2,0.9,-0.81,99.9,-0.8,Sample
2022/02/15 03:57:00,0.0,14.6,1.1,-0.88,99.9,-0.9,Sample
2022/02/15 03:58:00,0.0,15.7,1.0,-0.82,99.9,-0.8,Sample
2022/02/15 03:59:00,0.0,17.0,1.1,-0.76,99.9,-0.8,Sample
2022/02/15 04:00:00,0.0,17.2,1.0,-0.71,99.9,-0.7,Sample
2022/02/15 04:01:00,0.0,16.9,0.9,-0.77,99.9,-0.8,Sample
2022/02/15 04:02:00,0.0,16.0,0.9,-0.89,99.9,-0.9,Sample
2022/02/15 04:03:00,0.0,15.0,0.9,-1.05,99.9,-1.1,Sample
2022/02/15 04:04:00,0.0,14.2,0.9,-1.19,99.9,-1.2,Sample
2022/02/15 04:05:00,0.0,14.6,0.9,-1.20,99.9,-1.2,Sample
2022/02/15 04:06:00,0.0,15.3,1.1,-1.18,99.9,-1.2,Sample
2022/02/15 04:07:00,0.5,15.8,1.0,-1.02,99.9,-1.0,Sample
2022/02/15 04:08:00,2.9,16.3,1.1,-0.82,99.9,-0.8,Sample
2022/02/15 04:09:00,4.0,15.9,1.0,-0.57,99.9,-0.6,Sample
2022/02/15 04:10:00,3.1,15.4,0.9,-0.52,99.9,-0.5,Sample
2022/02/15 04:11:00,1.7,14.7,0.9,-0.61,99.9,-0.6,Sample
2022/02/15 04:12:00,0.3,14.1,0.8,-0.69,99.9,-0.7,Sample
2022/02/15 04:13:00,0.0,13.9,0.9,-0.79,99.9,-0.8,Sample
2022/02/15 04:14:00,0.0,13.7,0.9,-0.82,99.9,-0.8,Sample
2022/02/15 04:15:00,0.0,14.0,0.9,-0.81,99.9,-0.8,Sample
2022/02/15 04:16:00,0.0,14.2,0.8,-0.82,99.9,-0.8,Sample
2022/02/15 04:17:00,0.3,14.3,0.7,-0.82,99.9,-0.8,Sample
2022/02/15 04:18:00,1.8,14.1,0.9,-0.80,99.9,-0.8,Sample
2022/02/15 04:19:00,4.2,13.9,0.9,-0.80,99.9,-0.8,Sample
2022/02/15 04:20:00,4.1,13.8,1.0,-0.78,99.9,-0.8,Sample
2022/02/15 04:21:00,4.0,13.6,0.8,-0.70,99.9,-0.7,Sample
2022/02/15 04:22:00,4.0,13.6,0.9,-0.59,99.9,-0.6,Sample
2022/02/15 04:23:00,3.9,13.9,0.9,-0.47,99.9,-0.5,Sample
2022/02/15 04:24:00,3.4,14.5,0.9,-0.41,99.9,-0.4,Sample
2022/02/15 04:25:00,3.4,14.0,0.9,-0.50,99.9,-0.5,Sample
2022/02/15 04:26:00,2.5,13.5,0.8,-0.62,99.9,-0.6,Sample
2022/02/15 04:27:00,1.7,13.8,1.0,-0.73,99.9,-0.7,Sample
2022/02/15 04:28:00,1.2,13.9,0.9,-0.82,99.9,-0.8,Sample
2022/02/15 04:29:00,0.0,13.5,0.8,-0.96,99.9,-1.0,Sample
2022/02/15 04:30:00,0.1,12.9,0.8,-1.06,99.9,-1.1,Sample
2022/02/15 04:31:00,0.1,12.9,0.9,-1.11,99.9,-1.1,Sample
2022/02/15 04:32:00,0.0,13.1,0.9,-1.19,99.9,-1.2,Sample
2022/02/15 04:33:00,0.0,13.8,0.9,-1.16,99.9,-1.2,Sample
2022/02/15 04:34:00,0.0,13.7,0.8,-1.13,99.9,-1.1,Sample
2022/02/15 04:35:00,0.2,12.7,0.9,-1.20,99.9,-1.2,Sample
2022/02/15 04:36:00,0.6,13.5,0.9,-1.20,99.9,-1.2,Sample
2022/02/15 04:37:00,1.4,14.1,0.9,-1.10,99.9,-1.1,Sample
2022/02/15 04:38:00,1.4,14.0,0.8,-1.04,99.9,-1.1,Sample
2022/02/15 04:39:00,0.7,13.3,0.9,-1.04,99.9,-1.1,Sample
2022/02/15 04:40:00,0.7,13.0,0.9,-1.02,99.9,-1.0,Sample
2022/02/15 04:41:00,0.2,12.9,0.9,-1.05,99.9,-1.1,Sample
2022/02/15 04:42:00,0.7,12.9,0.9,-1.06,99.9,-1.1,Sample
2022/02/15 04:43:00,0.9,13.4,0.8,-1.00,99.9,-1.0,Sample
2022/02/15 04:44:00,1.1,13.5,0.9,-0.93,99.9,-0.9,Sample
2022/02/15 04:45:00,2.4,13.6,0.8,-0.82,99.9,-0.8,Sample
2022/02/15 04:46:00,2.6,13.7,0.9,-0.80,99.9,-0.8,Sample
2022/02/15 04:47:00,2.0,13.6,0.8,-0.80,99.9,-0.8,Sample
2022/02/15 04:48:00,2.0,13.6,0.9,-0.80,99.9,-0.8,Sample
2022/02/15 04:49:00,1.9,13.6,0.9,-0.71,99.9,-0.7,Sample
2022/02/15 04:50:00,2.3,13.5,0.8,-0.69,99.9,-0.7,Sample
2022/02/15 04:51:00,2.5,13.5,0.8,-0.61,99.9,-0.6,Sample
2022/02/15 04:52:00,3.1,12.9,0.8,-0.62,99.9,-0.6,Sample
2022/02/15 04:53:00,2.8,13.0,0.9,-0.68,99.9,-0.7,Sample
2022/02/15 04:54:00,2.1,12.8,1.0,-0.70,99.9,-0.7,Sample
2022/02/15 04:55:00,2.3,13.0,0.9,-0.67,99.9,-0.7,Sample
2022/02/15 04:56:00,2.8,13.6,0.9,-0.59,99.9,-0.6,Sample
2022/02/15 04:57:00,3.3,13.6,1.2,-0.57,99.9,-0.6,Sample
2022/02/15 04:58:00,2.2,13.4,0.9,-0.60,99.9,-0.6,Sample
2022/02/15 04:59:00,0.6,14.7,1.0,-0.60,99.9,-0.6,Sample
2022/02/15 05:00:00,0.0,15.7,1.1,-0.60,99.9,-0.6,Sample
2022/02/15 05:01:00,0.0,16.2,0.9,-0.60,99.9,-0.6,Sample
2022/02/15 05:02:00,0.0,16.1,0.9,-0.60,99.9,-0.6,Sample
2022/02/15 05:03:00,0.0,14.9,1.1,-0.74,99.9,-0.8,Sample
2022/02/15 05:04:00,0.0,13.9,1.0,-0.94,99.9,-1.0,Sample
2022/02/15 05:05:00,0.7,12.4,0.8,-1.17,99.9,-1.2,Sample
2022/02/15 05:06:00,1.3,11.8,0.8,-1.32,99.9,-1.3,Sample
2022/02/15 05:07:00,1.3,11.8,0.8,-1.46,99.9,-1.5,Sample
2022/02/15 05:08:00,1.8,11.4,0.8,-1.62,99.9,-1.6,Sample
2022/02/15 05:09:00,1.2,11.8,0.8,-1.72,99.9,-1.7,Sample
2022/02/15 05:10:00,0.5,12.5,0.9,-1.71,99.9,-1.7,Sample
2022/02/15 05:11:00,2.2,12.3,1.1,-1.70,99.9,-1.7,Sample
2022/02/15 05:12:00,5.2,12.6,0.9,-1.62,99.9,-1.6,Sample
2022/02/15 05:13:00,9.0,12.4,0.9,-1.43,99.9,-1.4,Sample
2022/02/15 05:14:00,8.7,12.0,0.9,-1.33,99.9,-1.3,Sample
2022/02/15 05:15:00,7.5,11.7,0.8,-1.46,99.9,-1.5,Sample
2022/02/15 05:16:00,5.6,12.3,0.8,-1.58,99.9,-1.6,Sample
2022/02/15 05:17:00,5.8,13.1,0.9,-1.56,99.9,-1.6,Sample
2022/02/15 05:18:00,6.8,13.0,0.9,-1.48,99.9,-1.5,Sample
2022/02/15 05:19:00,5.5,12.8,0.9,-1.40,99.9,-1.4,Sample
2022/02/15 05:20:00,4.5,12.4,0.9,-1.35,99.9,-1.4,Sample
2022/02/15 05:21:00,4.5,12.0,0.9,-1.27,99.9,-1.3,Sample
2022/02/15 05:22:00,2.9,12.1,1.0,-1.20,99.9,-1.2,Sample
2022/02/15 05:23:00,3.0,12.5,1.0,-1.20,99.9,-1.2,Sample
2022/02/15 05:24:00,2.6,12.4,0.9,-1.17,99.9,-1.2,Sample
2022/02/15 05:25:00,2.8,12.1,0.9,-1.09,99.9,-1.1,Sample
